pt1,pt2,eta1,eta2,phi1,phi2,E1,E2
+4.7856980e+01,+4.3398012e+01,+1.6440445e+00,+1.8314825e+00,+8.5683393e-01,-2.3421624e+00,+1.2847830e+02,+1.3894553e+02
+2.8758016e+01,+2.6579684e+01,+2.0220225e+00,+9.9577922e-03,+6.7007643e-01,-1.9120313e+00,+1.1051668e+02,+2.6581002e+01
+1.1206633e+02,+6.9148547e+01,-1.1087501e+00,-2.1518993e+00,+8.0490351e-01,-2.9911172e+00,+1.8830167e+02,+3.0139925e+02
+4.9551965e+01,+4.7076121e+01,+1.2743101e+00,+8.4703404e-01,+2.4990010e+00,-7.3406690e-01,+9.5532711e+01,+6.4998141e+01
+4.8748594e+01,+3.6667781e+01,+1.5649948e+00,+7.6542890e-01,+6.6659147e-01,-2.6375363e+00,+1.2167018e+02,+4.7944168e+01
+3.2074389e+01,+8.5324990e+00,-7.4814624e-01,-7.1954198e-02,+5.4959599e-02,-3.0702827e+00,+4.1477488e+01,+8.5545967e+00
+4.3099906e+01,+3.9836793e+01,+8.9572984e-01,+6.3514066e-01,-1.6299778e+00,+1.6902283e+00,+6.1577527e+01,+4.8145723e+01
+4.5814340e+01,+4.3792250e+01,+1.1562604e+00,+1.3555598e+00,+1.0822771e+00,-1.9798632e+00,+8.0007648e+01,+9.0578523e+01
+4.6434941e+01,+4.0508938e+01,+1.1605474e+00,+7.5098252e-01,+5.4622096e-01,-2.6428378e+00,+8.1377109e+01,+5.2479000e+01
+5.2934137e+01,+2.4830453e+01,-1.7760414e+00,-5.9725726e-01,-2.5342219e+00,+5.8858240e-01,+1.6080692e+02,+2.9392391e+01
+2.8533137e+01,+2.3299705e+01,-5.5055869e-01,-8.8731700e-01,+2.7395875e+00,+2.6028016e+00,+3.2967887e+01,+3.3089820e+01
+5.0906445e+01,+4.0934625e+01,+5.1029640e-01,+3.7821248e-01,+6.3734913e-01,-2.8953476e+00,+5.7679609e+01,+4.3897434e+01
+4.5850379e+01,+3.5193625e+01,-1.1686783e-01,+7.5170237e-01,+2.1232266e+00,-1.0522089e+00,+4.6163852e+01,+4.5613930e+01
+3.9685699e+01,+3.7913578e+01,-1.6670344e+00,-1.9553638e+00,-1.1507397e+00,+1.8626248e+00,+1.0884291e+02,+1.3664061e+02
+4.8602672e+01,+4.4961879e+01,-5.6012303e-01,-6.5073735e-01,-1.1519072e-01,-2.3798056e+00,+5.6428352e+01,+5.4822352e+01
+4.6583910e+01,+4.4124043e+01,-1.4869255e+00,-1.2443131e+00,+1.1219208e+00,-2.1678119e+00,+1.0829695e+02,+8.2924344e+01
+2.5895910e+01,+1.1921856e+01,+2.5253987e-01,+1.5374674e+00,-3.3379599e-01,+5.9510446e-01,+2.6726291e+01,+2.9016299e+01
+2.9612682e+01,+2.6288252e+01,+5.1304322e-01,-1.6755733e+00,+3.9079180e-01,-2.4111536e+00,+3.3596313e+01,+7.2674711e+01
+2.6350613e+01,+1.0598902e+01,+1.2241746e+00,+1.8777083e+00,-2.6315656e+00,+6.6784262e-03,+4.8687586e+01,+3.5461137e+01
+3.5673074e+01,+2.5924135e+01,-2.1378369e+00,-3.0795380e-01,+1.3989434e+00,-1.9845629e+00,+1.5337611e+02,+2.7163352e+01
+2.6234234e+01,+1.1274826e+01,+1.4863797e-01,+2.3760371e-01,+2.2667999e+00,+2.0532372e+00,+2.6524568e+01,+1.1594590e+01
+3.5862035e+01,+3.5381805e+01,+6.2576133e-01,+1.9813219e+00,+2.8642056e+00,-5.0639969e-01,+4.3115672e+01,+1.3073954e+02
+1.6600861e+02,+1.5439898e+02,+7.2907299e-02,+3.5317618e-01,+2.7391124e+00,-4.0713036e-01,+1.6645005e+02,+1.6412889e+02
+4.5765117e+01,+3.8456539e+01,-6.9844025e-01,-3.4091523e-01,+1.3496278e-01,-3.0143135e+00,+5.7388879e+01,+4.0713039e+01
+1.0643570e+02,+4.5215094e+01,+1.0187540e+00,+7.1806079e-01,+2.9099214e+00,-1.9191169e+00,+1.6661370e+02,+5.7381348e+01
+4.0296906e+01,+2.6748756e+01,+1.7205478e+00,-5.9988011e-02,+1.9763769e+00,-1.4384243e+00,+1.1618724e+02,+2.6797107e+01
+4.5472070e+01,+3.7780016e+01,+4.3153289e-01,-6.4724600e-01,+2.5862317e+00,+1.5540244e-01,+4.9772102e+01,+4.5973711e+01
+4.2018352e+01,+3.9675711e+01,-2.4277806e+00,-1.6129568e+00,-2.1887798e+00,+7.1728677e-01,+2.3996542e+02,+1.0349261e+02
+3.5205937e+01,+3.1776408e+01,+2.2654054e+00,+4.9192634e-01,+1.0354195e+00,-1.9098380e+00,+1.7143211e+02,+3.5699383e+01
+8.5518578e+01,+7.6783086e+01,+1.7911178e-01,-8.2904923e-01,-1.9933598e+00,-2.3139169e+00,+8.6894008e+01,+1.0471691e+02
+4.3596836e+01,+2.8388215e+01,-9.7381490e-01,-6.1192703e-01,+2.9535968e+00,-1.9191459e+00,+6.5954836e+01,+3.3871367e+01
+5.3482078e+01,+4.2492793e+01,-1.1579801e+00,-5.5018628e-01,-2.6358263e+00,-1.2173864e-01,+9.3529953e+01,+4.9088176e+01
+3.6731285e+01,+2.7248141e+01,-5.8547091e-01,-2.3717177e+00,+1.0635637e+00,-1.9052212e+00,+4.3208609e+01,+1.4726402e+02
+5.4888285e+01,+3.3205082e+01,-9.8417467e-01,-4.7476041e-01,-2.0210328e+00,+9.9211371e-01,+8.3686805e+01,+3.7018074e+01
+3.4792703e+01,+1.7860340e+01,-2.0203958e+00,-2.0607693e+00,+2.4568732e+00,-3.0386553e+00,+1.3349806e+02,+7.1257078e+01
+4.4225254e+01,+4.0428750e+01,+7.4052727e-01,+1.5348454e+00,-8.5309011e-01,+2.0516725e+00,+5.6915863e+01,+9.8163016e+01
+3.8488941e+01,+3.2574771e+01,+6.8880975e-01,-1.7659038e+00,+1.7755474e-01,-3.0989923e+00,+4.7986422e+01,+9.8015695e+01
+5.6185313e+01,+2.1821746e+01,+2.0121999e+00,+4.7427821e-01,-2.2551560e+00,+1.4250571e+00,+2.1388198e+02,+2.4322389e+01
+6.1251367e+01,+2.1349619e+01,+2.3397628e-02,-1.3201313e+00,+9.8629437e-02,-2.5474043e+00,+6.1268133e+01,+4.2816801e+01
+2.5609186e+01,+2.4369490e+01,+2.3551714e+00,-2.0199794e-01,-3.0641563e+00,-1.4062636e+00,+1.3617448e+02,+2.4868584e+01
+4.0886605e+01,+7.6957446e+00,+2.2403502e+00,-1.9912840e+00,+4.7274461e-01,-2.5063181e-01,+1.9427359e+02,+2.8710719e+01
+5.5075379e+01,+5.1494586e+01,-3.9167306e-01,-4.2187479e-01,+1.5734363e-01,+2.2622037e+00,+5.9354250e+01,+5.6145516e+01
+4.7453488e+01,+3.8367918e+01,+1.6768998e+00,+7.7804726e-01,+6.5105252e-02,+2.5349267e+00,+1.3134889e+02,+5.0578863e+01
+3.6730027e+01,+3.3401129e+01,+2.0569184e+00,+4.8577294e-01,-1.2311635e+00,+1.6932580e+00,+1.4599591e+02,+3.7420160e+01
+4.6013078e+01,+4.4430449e+01,-1.8177997e+00,-1.6777586e+00,-2.4379915e-01,+2.9368863e+00,+1.4541688e+02,+1.2307979e+02
+4.8862004e+01,+3.2677723e+01,+1.8391416e+00,+6.9402832e-01,-2.2335846e+00,+6.1623752e-01,+1.5758219e+02,+4.0868902e+01
+3.5769426e+01,+3.3629629e+01,+7.8137815e-01,+1.4337749e-02,+1.0381256e+00,-2.1765308e+00,+4.7256098e+01,+3.3633250e+01
+2.7444627e+01,+2.5876096e+01,-5.6801125e-02,+2.2839704e+00,-2.2461567e+00,+4.2620446e-03,+2.7489115e+01,+1.2831253e+02
+6.3238316e+01,+3.9696926e+01,-1.5186609e-01,+1.3857062e+00,-1.7868823e+00,-1.7837103e-01,+6.3968961e+01,+8.4312266e+01
+3.2296322e+01,+3.1426211e+01,+6.7137933e-01,-8.2528651e-01,-3.1335218e+00,-1.2594821e-01,+3.9852660e+01,+4.2749766e+01
+4.9082871e+01,+3.6125328e+01,-5.8373022e-01,-3.9048415e-01,+6.9279361e-01,-2.6487436e+00,+5.7685402e+01,+3.8914801e+01
+9.9646195e+01,+8.8829500e+01,-1.8436538e+00,-1.8024274e+00,+2.4264278e+00,+2.1291254e+00,+3.2274531e+02,+2.7667050e+02
+5.4720672e+01,+4.1486309e+01,+2.2956123e+00,+1.9323359e+00,-1.8215420e+00,+1.0017233e+00,+2.7445744e+02,+1.4624822e+02
+3.0329654e+01,+2.6479125e+01,+1.3106836e+00,+3.1907324e-02,+1.4550878e+00,-1.8106664e+00,+6.0330988e+01,+2.6492605e+01
+4.9386402e+01,+4.5174461e+01,-1.1847786e+00,-6.8012118e-01,+7.6079929e-01,-2.4083967e+00,+8.8297367e+01,+5.6031523e+01
+4.5733469e+01,+3.9575031e+01,-2.2403052e-01,-1.2116504e+00,+2.0812969e+00,-1.2300518e+00,+4.6885949e+01,+7.2357586e+01
+7.8143289e+01,+1.0035787e+01,+1.9476051e+00,-1.4659709e-01,-6.9967824e-01,+2.0442591e+00,+2.7953772e+02,+1.0144369e+01
+3.4733824e+01,+9.3913438e+00,+5.8765382e-01,+2.8186738e-01,+2.2762103e-02,-2.9455583e+00,+4.0905855e+01,+9.7674590e+00
+3.8822566e+01,+3.5998445e+01,+7.8662336e-01,-5.7732296e-01,-2.1301441e+00,+1.4799645e+00,+5.1466082e+01,+4.2166109e+01
+6.2146043e+01,+2.7665125e+01,-1.1253756e+00,+1.6373947e-01,-1.3321335e+00,+2.6281540e+00,+1.0583180e+02,+2.8037014e+01
+4.5915180e+01,+4.3289453e+01,-2.2910125e+00,-2.1801913e+00,-2.8426580e+00,+2.7328542e-01,+2.2925694e+02,+1.9395883e+02
+3.7163945e+01,+1.5009895e+01,+1.1006403e+00,+8.5896999e-01,-1.8294308e-01,+8.6693712e-02,+6.2040527e+01,+2.0896221e+01
+5.1176164e+01,+2.7372896e+01,-1.1645254e+00,-1.6600422e+00,-9.3298811e-01,+2.9040544e+00,+8.9979844e+01,+7.4586539e+01
+1.3824912e+02,+2.9574090e+01,-3.9084174e-02,-8.3412230e-01,-2.8047383e+00,+2.7090926e+00,+1.3835477e+02,+4.0472980e+01
+1.1763204e+02,+8.7805254e+00,+6.7284930e-01,-1.1616392e-01,+1.9633756e+00,-1.3739079e+00,+1.4527945e+02,+8.8398350e+00
+4.1738148e+01,+3.9618016e+01,-3.3949766e-01,-1.2750853e+00,-3.1203802e+00,+4.1812789e-02,+4.4166684e+01,+7.6431352e+01
+2.2813945e+02,+5.6350727e+01,+1.7474831e+00,+1.6296835e+00,-5.7612920e-01,+2.6037189e-01,+6.7464819e+02,+1.4928019e+02
+3.8446324e+01,+2.5717695e+01,+4.4633359e-01,-8.9163768e-01,-2.3887959e+00,+6.9825935e-01,+4.2339973e+01,+3.6636355e+01
+4.3100219e+01,+3.9242488e+01,-1.4217541e+00,-2.2411036e+00,+2.9367766e+00,-3.1688294e-01,+9.4511820e+01,+1.8659894e+02
+4.0869453e+01,+9.7485137e+00,+1.1775233e+00,-1.7176219e+00,-9.2711025e-01,+2.4708419e+00,+7.2632547e+01,+2.8030861e+01
+7.5553805e+01,+3.2769117e+01,+2.6155835e-01,-6.1538178e-01,-1.5406295e+00,+4.0172368e-01,+7.8152992e+01,+3.9172160e+01
+4.6429465e+01,+3.4188020e+01,-1.6992965e+00,+1.9883049e-01,-2.0742989e+00,+2.9848161e+00,+1.3123083e+02,+3.4866195e+01
+4.9321902e+01,+4.0496656e+01,+1.9936916e+00,+2.3918574e+00,+1.9222435e+00,-1.5529064e+00,+1.8443389e+02,+2.2324277e+02
+6.5067020e+01,+2.6049119e+01,-5.5483282e-01,-1.9240974e+00,-4.0423998e-01,-2.1914196e+00,+7.5341766e+01,+9.1106484e+01
+3.9458715e+01,+3.7449965e+01,+8.6807829e-01,-1.8519571e-01,-6.4138442e-01,+2.2916541e+00,+5.5283352e+01,+3.8094023e+01
+5.3101492e+01,+4.0029164e+01,+1.2656395e+00,+1.1060856e-01,+3.0492575e+00,+7.0145711e-02,+1.0162087e+02,+4.0274414e+01
+6.1186930e+01,+3.1240660e+01,-1.8381523e+00,-1.1584817e+00,-7.0242539e-02,+3.0012240e+00,+1.9714508e+02,+5.4656414e+01
+4.0976105e+01,+3.6366375e+01,-1.0252995e+00,+1.5208018e-01,-1.0975212e+00,+2.1838734e+00,+6.4468191e+01,+3.6787887e+01
+5.4971852e+01,+4.5121117e+01,-1.8041221e+00,-2.2080114e+00,-9.8447889e-02,+2.1156683e+00,+1.7149170e+02,+2.0772692e+02
+3.5426250e+01,+3.4583570e+01,+1.2844321e+00,-1.5716983e-01,+1.8130124e+00,-1.1222310e+00,+6.8893844e+01,+3.5011598e+01
+4.4216160e+01,+4.0416309e+01,-1.7158308e+00,-2.3023643e+00,+1.5991466e+00,-1.1863751e+00,+1.2692492e+02,+2.0405823e+02
+3.2206541e+01,+1.1344012e+01,-1.1932706e+00,-1.2718365e+00,-7.8830367e-01,-1.0509655e+00,+5.7989121e+01,+2.1824260e+01
+5.2980801e+01,+5.0533672e+01,-1.1839541e-01,-6.6320813e-01,+1.5765178e+00,-2.8300257e+00,+5.3352562e+01,+6.2060535e+01
+5.1612187e+01,+1.8105389e+01,-8.4310830e-01,-1.3521365e+00,-7.1705008e-01,+1.3614670e+00,+7.1068742e+01,+3.7336746e+01
+3.5372988e+01,+2.6477322e+01,-1.0419956e+00,+1.0081391e+00,+7.0836109e-01,-2.1053357e+00,+5.6377801e+01,+4.1111258e+01
+4.0011223e+01,+3.8103957e+01,-1.5264425e+00,-2.1546206e+00,+5.8357030e-01,-2.7139528e+00,+9.6408727e+01,+1.6652506e+02
+3.4897875e+01,+3.3206273e+01,-1.2779363e+00,+4.1213834e-01,+1.9551799e+00,-1.2303025e+00,+6.7489727e+01,+3.6066750e+01
+4.6680445e+01,+4.2330906e+01,+1.7486534e+00,+2.0643392e+00,+1.0160606e+00,-2.3820567e+00,+1.3819439e+02,+1.6947162e+02
+5.7102297e+01,+3.3422180e+01,-1.6712998e-01,-6.2614858e-01,+1.6890215e+00,-1.3260381e+00,+5.7901656e+01,+4.0190840e+01
+3.3517695e+01,+3.1770654e+01,+7.9431176e-01,-9.0677655e-01,+1.0741205e+00,-2.0870476e+00,+4.4659137e+01,+4.5752145e+01
+4.3925387e+01,+4.0012777e+01,+3.5256085e-01,-2.0029332e-01,+2.0594828e+00,-8.8508862e-01,+4.6683727e+01,+4.0818070e+01
+2.7005773e+01,+1.0486351e+01,+1.8929926e-01,-8.2714415e-01,+2.9797339e+00,+5.1292252e-02,+2.7491086e+01,+1.4282803e+01
+1.2349229e+02,+1.9516449e+01,-1.2151620e+00,-7.2413576e-01,+1.1233027e+00,-1.0438086e+00,+2.2645413e+02,+2.4860939e+01
+4.1675207e+01,+3.0910607e+01,-7.0103705e-02,-1.2812681e+00,+1.4826288e+00,+2.7342719e-01,+4.1777789e+01,+5.9949492e+01
+3.9175363e+01,+2.9135813e+01,-2.3179169e+00,-6.9082695e-01,+1.2732289e+00,-1.7113140e+00,+2.0083206e+02,+3.6369164e+01
+2.6379318e+01,+2.6063346e+01,-2.4009905e+00,+4.3422873e-03,-9.8067349e-01,+2.1975598e+00,+1.4673138e+02,+2.6063592e+01
+3.5651945e+01,+2.4184869e+01,+9.4893062e-01,+5.3423488e-01,-8.9431250e-01,+1.5710289e+00,+5.2945043e+01,+2.7719205e+01
+3.7627086e+01,+3.3499121e+01,-4.1288278e-01,-1.9016119e+00,+2.6015763e+00,+3.8390376e-02,+4.0880094e+01,+1.1466763e+02
+5.0948391e+01,+1.1435890e+01,+1.5823205e+00,-1.2141086e+00,-2.1946049e+00,-5.2065279e-02,+1.2919830e+02,+2.0952068e+01
+5.0167434e+01,+3.7300168e+01,+1.7454751e+00,+2.3393655e+00,+1.1853280e+00,-1.5857440e+00,+1.4807380e+02,+1.9528578e+02
+6.8459484e+01,+1.7099723e+01,-1.8266823e+00,-6.2202138e-01,+1.5440686e+00,+4.8353711e-01,+2.1818673e+02,+2.0516070e+01
+3.7175836e+01,+2.4200437e+01,-1.6306989e+00,-3.8680092e-01,-1.6701156e+00,-2.2339694e+00,+9.8576172e+01,+2.6033709e+01
+4.1395125e+01,+4.0659457e+01,+1.0661206e+00,+1.5391355e+00,+2.4266112e+00,-8.7127090e-01,+6.7234734e+01,+9.9110039e+01
+4.9954191e+01,+4.3874262e+01,+2.2218747e+00,+1.9607495e+00,+8.2840872e-01,-2.2494245e+00,+2.3311161e+02,+1.5894339e+02
+3.5961266e+01,+3.4846566e+01,-7.2584134e-01,-2.1550748e+00,+2.5863264e+00,-9.8440081e-01,+4.5857559e+01,+1.5235669e+02
+4.4513602e+01,+9.6408789e+00,+2.3161962e+00,+1.2708409e+00,-2.7139878e+00,+2.6508369e+00,+2.2781373e+02,+1.8531908e+01
+4.5687543e+01,+3.9378359e+01,-8.3497608e-01,-1.1952378e-01,+2.8573039e+00,-5.8385533e-01,+6.2561043e+01,+3.9660113e+01
+4.5931605e+01,+4.5107324e+01,-8.5416079e-01,-5.3297281e-01,+2.4812884e+00,-1.1432120e+00,+6.3731156e+01,+5.1667125e+01
+4.6307977e+01,+2.3825023e+01,+9.3804860e-01,-6.3416868e-01,+1.5706801e+00,-1.6152077e+00,+6.8220484e+01,+2.8778607e+01
+4.9199078e+01,+3.9596512e+01,+1.5686270e+00,+1.9641694e+00,-1.1310992e+00,+1.9693903e+00,+1.2320399e+02,+1.4391873e+02
+4.2218801e+01,+2.0571346e+01,-1.9483519e+00,-6.5687925e-02,-2.3047488e+00,+9.2243636e-01,+1.5113536e+02,+2.0616014e+01
+2.8513117e+01,+9.8081064e+00,+1.8745314e+00,-1.4386050e+00,-2.5175822e+00,+1.2150518e+00,+9.5108281e+01,+2.1833445e+01
+7.7415281e+01,+3.9427629e+01,-9.0877551e-01,-1.1357703e+00,+1.4243473e+00,-3.1140130e+00,+1.1164444e+02,+6.7711938e+01
+4.4890617e+01,+4.3854051e+01,+1.9038723e+00,+2.1275444e+00,+9.6999913e-01,-2.1083546e+00,+1.5399336e+02,+1.8667266e+02
+3.9096359e+01,+3.9045734e+01,+6.3183165e-01,+6.9114886e-02,-1.7542224e+00,-2.4520435e+00,+4.7163426e+01,+3.9139172e+01
+3.9670934e+01,+3.5100371e+01,+6.2634110e-01,-7.5173265e-01,-8.6458844e-01,+2.2207594e+00,+4.7710191e+01,+4.5493941e+01
+4.5186441e+01,+4.4821703e+01,+6.8487334e-01,+4.2358404e-01,-9.2090362e-01,+2.2247887e+00,+5.6204582e+01,+4.8903219e+01
+4.1483047e+01,+3.9852703e+01,+1.8106514e+00,+7.2812521e-01,+1.3489895e+00,-1.4629211e+00,+1.3021480e+02,+5.0892047e+01
+5.7390270e+01,+5.6975715e+01,+2.0738328e+00,+1.8195660e+00,+1.8892967e+00,-1.2273774e+00,+2.3188419e+02,+1.8036450e+02
+4.5665465e+01,+4.5178988e+01,+4.8584133e-01,+7.1603471e-01,+2.6835332e+00,-5.2428061e-01,+5.1161793e+01,+5.7264121e+01
+5.1898809e+01,+4.6915594e+01,+2.4706377e-01,-1.0976604e+00,+1.2058733e+00,-2.6130886e+00,+5.3490953e+01,+7.8133219e+01
+2.6012203e+01,+8.2748467e+00,-1.5410931e+00,+2.3526089e+00,-2.2750506e+00,-1.8151007e+00,+6.3519793e+01,+4.3890125e+01
+3.3279555e+01,+8.8655371e+00,-1.7083499e+00,+1.8271338e+00,-2.9582566e-02,-2.2478483e+00,+9.4863602e+01,+2.8267602e+01
+7.5767180e+01,+3.2870035e+01,-1.8338089e-01,-1.2391284e-01,-3.7233412e-01,+1.7264874e+00,+7.7044727e+01,+3.3122707e+01
+5.1553117e+01,+4.3752172e+01,-4.6832711e-01,-1.1218679e+00,-2.9679053e+00,-5.7750493e-01,+5.7310887e+01,+7.4296844e+01
+1.0041775e+02,+1.1213915e+01,+2.6292032e-01,+6.9617808e-01,+1.7996461e+00,+3.7644732e-01,+1.0390864e+02,+1.4042949e+01
+5.2588473e+01,+3.9288418e+01,-1.8610249e+00,-1.7972296e+00,-3.4851873e-01,+3.1138117e+00,+1.7316958e+02,+1.2176798e+02
+2.9199891e+01,+2.3650535e+01,+1.7761631e+00,+6.8426967e-02,+2.3728527e-02,+2.5656170e-01,+8.8715609e+01,+2.3706160e+01
+4.8148543e+01,+3.6508699e+01,-8.0702734e-01,-1.5349485e+00,-2.6327727e+00,+1.8030182e-01,+6.4697633e+01,+8.8653219e+01
+3.0031656e+02,+2.7442062e+01,+9.0292901e-02,-1.8811510e+00,-5.1680839e-01,+1.0593392e+00,+3.0154163e+02,+9.2115688e+01
+6.6207734e+01,+2.7701002e+01,+1.1030003e+00,+3.1350482e-01,-1.2263718e-01,+2.7074907e+00,+1.1073470e+02,+2.9073680e+01
+3.5097461e+01,+2.2223150e+01,+3.9323944e-01,-1.7806711e+00,-2.4180903e+00,-6.4348564e-02,+3.7846301e+01,+6.7806859e+01
+7.1387477e+01,+2.8904045e+01,+1.2528172e+00,+5.0914156e-01,+1.0376173e+00,-1.3215579e+00,+1.3513252e+02,+3.2732004e+01
+4.3019953e+01,+2.0000518e+01,-2.2263896e-01,+5.6187308e-01,-2.0111547e+00,+9.6060318e-01,+4.4090574e+01,+2.3241791e+01
+3.6767281e+01,+3.1349348e+01,-1.7877744e+00,-1.1274704e-01,+2.7252390e+00,-4.9154863e-01,+1.1293938e+02,+3.1548990e+01
+5.7770109e+01,+1.3506523e+01,-1.8134484e+00,+3.4403181e-01,+3.8467693e-01,+3.0959966e+00,+1.8182119e+02,+1.4313740e+01
+3.6480699e+01,+2.4831479e+01,-1.1598222e+00,+7.3236561e-01,-2.5041375e+00,+2.1042301e-01,+6.3894270e+01,+3.1793797e+01
+3.0508051e+01,+2.0633242e+01,+2.7292767e-01,-2.1440091e+00,-8.6203265e-01,+2.8801353e+00,+3.1651387e+01,+8.9246672e+01
+4.5200434e+01,+4.2275152e+01,-4.6623719e-01,+2.1219495e-01,-2.9725626e+00,-4.6342157e-02,+5.0202957e+01,+4.3230613e+01
+2.0715787e+02,+1.7095900e+02,+1.3001302e+00,+1.0857310e+00,-1.9993390e+00,+1.2982529e+00,+4.0833622e+02,+2.8201900e+02
+6.5927391e+01,+2.8690633e+01,-9.5635343e-01,-6.0798967e-01,+1.6555068e+00,-1.7148384e+00,+9.8445477e+01,+3.4158773e+01
+4.9653316e+01,+2.1250205e+01,+1.6363267e+00,-1.4497171e-01,+2.4742315e+00,-1.5732512e-01,+1.3234995e+02,+2.1473902e+01
+6.8048766e+01,+3.5744168e+01,+3.2505482e-01,+5.6477016e-01,+2.0725074e+00,-1.7280921e+00,+7.1675570e+01,+4.1597887e+01
+3.9464395e+01,+3.5306367e+01,-8.0181128e-01,+5.1535892e-01,+2.2021229e+00,-9.0396965e-01,+5.2844734e+01,+4.0099797e+01
+3.3624883e+01,+2.7873305e+01,-1.8075138e+00,+5.7675440e-02,-6.2635219e-01,+2.4807963e+00,+1.0523477e+02,+2.7919877e+01
+4.7189563e+01,+3.7764832e+01,+9.2231655e-01,-8.9437217e-03,-2.9338515e+00,+4.7142670e-02,+6.8724766e+01,+3.7766492e+01
+5.3394425e+02,+9.7554484e+01,+7.7146843e-02,+1.9086602e-01,-5.3404087e-01,-5.4017633e-01,+5.3553400e+02,+9.9336891e+01
+1.0770900e+02,+2.5794723e+01,-5.6308126e-01,+5.0667667e-01,-2.1347387e+00,-7.8288895e-01,+1.2524013e+02,+2.9177385e+01
+4.8443500e+01,+3.6733641e+01,+2.1274830e-01,-1.2856284e-02,+1.6608771e+00,-1.5874503e+00,+4.9543961e+01,+3.6736676e+01
+2.7743025e+01,+2.6828004e+01,-6.5677178e-01,-7.2084308e-01,+1.0003740e+00,+7.5269264e-01,+3.3944688e+01,+3.4105207e+01
+4.9803148e+01,+2.2689703e+01,+1.9261906e+00,+4.2708302e-01,+3.6808974e-01,-2.5324876e+00,+1.7453561e+02,+2.4790873e+01
+4.7582125e+01,+3.2960012e+01,-2.3959544e+00,-1.7433825e+00,-2.5092604e+00,+1.1259032e+00,+2.6336128e+02,+9.7093187e+01
+7.9692984e+01,+2.7832447e+01,-2.8054962e-01,-1.2111884e+00,+4.9696252e-01,-1.5341778e+00,+8.2849914e+01,+5.0868297e+01
+7.9120445e+01,+4.4497387e+01,+1.5638578e+00,+1.9921206e+00,-1.0022702e+00,+6.5373820e-01,+1.9726872e+02,+1.6614144e+02
+4.0432746e+01,+3.2318926e+01,+1.6972013e+00,+1.3771544e+00,-1.5121995e+00,+9.2974293e-01,+1.1405767e+02,+6.8126797e+01
+4.4804090e+01,+4.3766824e+01,-5.6523561e-01,-2.8570262e-01,+2.7359095e+00,+5.6831717e-02,+5.2153945e+01,+4.5565262e+01
+2.9867102e+01,+9.5645820e+00,-2.3295515e+00,-2.0902722e+00,+1.2097733e+00,+1.0582868e+00,+1.5487095e+02,+3.9266289e+01
+3.0429049e+01,+1.6185128e+01,+4.7038421e-01,-5.9524524e-01,-2.3698061e+00,+3.4891635e-01,+3.3857965e+01,+1.9138129e+01
+7.5661133e+01,+5.0453086e+01,+1.2508163e+00,+2.1868558e+00,+1.9873548e+00,-8.1926852e-01,+1.4297928e+02,+2.2752909e+02
+3.9889047e+01,+3.7174824e+01,+8.8218403e-01,+2.0229666e+00,-3.0847249e+00,+1.6173147e-01,+5.6443977e+01,+1.4299267e+02
+3.8538855e+01,+3.5331316e+01,-2.5550922e-02,-9.2202067e-01,+2.3641515e+00,-8.1704545e-01,+3.8551582e+01,+5.1443930e+01
+4.7598813e+01,+2.0209275e+01,+1.3536681e+00,+1.5549561e+00,+2.8602769e+00,-1.4872986e-01,+9.8289031e+01,+4.9978430e+01
+6.0293367e+01,+3.1214047e+01,-6.9614939e-02,+4.6441475e-01,-2.8278093e+00,+1.7943516e-01,+6.0439523e+01,+3.4641125e+01
+3.7411664e+01,+3.0024502e+01,+1.8906738e+00,+2.0259509e+00,+1.8859371e+00,-2.0450773e+00,+1.2672832e+02,+1.1582237e+02
+3.5143016e+01,+7.5143682e+00,-6.8433565e-01,-1.2058731e+00,-2.9316483e+00,-6.9270766e-01,+4.3698223e+01,+1.3673192e+01
+3.8172527e+01,+3.6661824e+01,+1.7120228e+00,+4.0517041e-01,+1.6051277e+00,-1.7944356e+00,+1.0918602e+02,+3.9712617e+01
+4.9255723e+01,+4.6587086e+01,-1.8197485e+00,-1.9065781e+00,-1.5639637e+00,+1.5837791e+00,+1.5595281e+02,+1.6022714e+02
+3.3454285e+01,+3.3076324e+01,-2.3081188e+00,-7.3165429e-01,-1.2720389e+00,+1.9496559e+00,+1.6986314e+02,+4.2331688e+01
+3.9043543e+01,+1.5914177e+01,-2.0361664e+00,+2.8063184e-01,+2.2883427e+00,-1.1838402e-01,+1.5210800e+02,+1.6544955e+01
+1.1408957e+02,+1.8571734e+01,-8.5179552e-02,-3.9634210e-01,-2.9212196e+00,-2.5184256e-01,+1.1450371e+02,+2.0049619e+01
+5.0578254e+01,+4.0582781e+01,-1.6493001e+00,-1.3648969e+00,-1.8689661e-01,+2.6665039e+00,+1.3644806e+02,+8.4629906e+01
+3.2240166e+01,+2.4344072e+01,-6.3863468e-01,-2.0368381e-01,-1.9675324e+00,+1.2918422e+00,+3.9041328e+01,+2.4850803e+01
+4.3591187e+01,+4.0784559e+01,-3.0974981e-01,+5.4482013e-01,-2.3563399e+00,+1.7138991e-01,+4.5699137e+01,+4.6988793e+01
+3.7550074e+01,+3.6659074e+01,-2.2636709e+00,-8.6606848e-01,-1.1249284e+00,+2.6176465e+00,+1.8253656e+02,+5.1288738e+01
